solvent,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,alpha
1-propanol,7.875,0.319444,7.875,0.319444,0.463784,60.096,52.032,60.05751,26,0,0.042789,-0.39639,0.396387,0.042789,1.75,2,2,16.24985,10.54757,1.567712,-1.68918,1.608093,-1.69085,4.096361,0.294769,1.974745,5.245112,3.414214,2.861427,2.861427,1.914214,1.523335,1.523335,0.723607,0.723607,0.223607,0.223607,0,0,-0.04,6.854753,3.96,2.96,1.96,26.26337,5.106527,0,0,0,0,0,0,0,0,0,6.923737,6.420822,6.606882,0,5.106527,0,0,0,0,13.34456,6.606882,0,0,0,0,0,0,0,11.71341,0,0,13.34456,0,0,0,0,20.23,0,0,0,0,6.606882,6.420822,0,0,6.923737,0,5.106527,0,0,0,7.875,0,0,0,0.875,2.25,0,1,4,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.3887,17.3768,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37
2 2 2-trifluoroethanol,10.53472,-4.40278,10.53472,1.729167,0.470675,100.039,97.015,100.0136,38,0,0.411003,-0.38695,0.411003,0.386946,1.333333,1.5,1.5,19.41329,10.73142,2.240695,-1.95362,2.106938,-2.11694,4.387282,-0.15926,3.16849,38.54808,5.207107,2.788214,2.788214,2.56066,1.236728,1.236728,0.773291,0.773291,0.179284,0.179284,0,0,-0.25,12.1648,5.75,1.466049,3.75,32.39503,5.106527,6.606882,0,0,0,6.176299,0,0,13.17125,0,0,0,0,0,18.27777,0,0,0,0,6.176299,6.606882,0,0,0,0,13.17125,0,0,17.88971,0,0,0,0,0,0,0,20.23,12.78318,13.17125,0,0,0,0,0,0,0,0,5.106527,31.60417,0,0,7.277778,0,0,0,-4.40278,-1.72917,0,1,6,1,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0.541,13.1408,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.57
2 2 4-trimethylpentane,2.284722,0.521991,2.284722,0.521991,0.491154,114.232,96.088,114.1409,50,0,-0.03802,-0.06275,0.062754,0.038018,1.125,1.5,1.5,14.16364,9.86363,2.105103,-2.19494,2.225954,-2.07659,4.620952,0.320317,3.388924,54.92879,6.784457,6.784457,6.784457,3.416502,3.416502,3.416502,4.158631,4.158631,1.020621,1.020621,1.224745,1.224745,0,23.00539,8,2.52,6,53.29385,0,0,0,0,0,0,0,0,0,0,34.61869,17.75372,0,0,0,0,0,0,11.3329,41.03951,0,0,0,0,0,0,0,0,0,0,11.3329,41.03951,0,0,0,0,0,0,0,0,0,5.41499,5.917906,6.420822,0,0,34.61869,0,0,0,0,0,0.521991,0.842593,0,1.326389,11.39236,0,1,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0786,38.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 4-dimethylpentane,2.263889,0.875,2.263889,0.875,0.500182,100.205,84.077,100.1252,44,0,-0.04689,-0.06276,0.062764,0.046889,0.857143,1.142857,1.142857,14.01425,10.01225,1.951961,-2.05006,2.076644,-1.92804,4.47158,0.468922,2.953223,29.30297,5.861807,5.861807,5.861807,3.125898,3.125898,3.125898,3.023396,3.023396,0.942809,0.942809,0.942809,0.942809,0,19.09358,7,3.061224,6,46.9289,0,0,0,0,0,0,0,0,0,0,27.69495,18.25663,0,0,0,0,0,0,11.83581,34.11577,0,0,0,0,0,0,0,0,0,0,11.83581,34.11577,0,0,0,0,0,0,0,0,0,0,11.83581,6.420822,0,0,27.69495,0,0,0,0,0,0,1.75,0,1.361111,9.055556,0,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.6885,34.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2 4-dimethylpyridine,4.04,1.087963,4.04,1.087963,0.491388,107.156,98.084,107.0735,42,0,0.037479,-0.26159,0.261592,0.037479,1.375,2.125,2.5,14.64422,10.25369,1.815293,-1.89517,1.954012,-1.77938,5.120086,1.176899,3.07766,164.2466,5.983128,5.179264,5.179264,3.787694,2.681164,2.681164,1.974573,1.974573,1.052156,1.052156,0.687274,0.687274,-0.85,64.05249,5.28986,1.948262,1.059403,49.38094,0,0,0,0,0,0,4.983979,0,0,0,0,31.54366,11.89077,0,0,0,0,4.983979,0,13.84747,0,29.58696,0,0,0,0,0,0,4.983979,0,13.84747,11.25738,18.32958,0,0,0,12.89,0,0,0,0,0,5.693928,5.563451,0,19.18695,17.97408,0,0,0,4.04,0,2.363426,0,4.048611,1.824074,4.057222,0,0.285714,8,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.69844,33.711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2 6-dimethylpyridine,4.173611,1.087963,4.173611,1.087963,0.491388,107.156,98.084,107.0735,42,0,0.037536,-0.25849,0.258488,0.037536,1.125,1.625,1.875,14.68056,10.32087,1.816213,-1.89654,1.931837,-1.80687,5.071311,1.122786,3.07766,164.2466,5.983128,5.179264,5.179264,3.787694,2.691231,2.691231,1.92035,1.92035,1.027561,1.027561,0.679335,0.679335,-0.85,64.05249,5.28986,1.948262,1.059403,49.38094,0,0,0,0,0,0,4.983979,0,0,0,6.066367,25.98021,11.38786,0,0,0,0,4.983979,0,13.84747,0,29.58696,0,0,0,0,0,0,4.983979,0,13.84747,11.38786,18.1991,0,0,0,12.89,0,0,0,0,0,11.38786,0,0,32.04658,4.983979,0,0,0,4.173611,0,2.175926,0,5.997685,0,3.986111,0,0.285714,8,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.69844,33.711,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-bromopropane,3.270833,0.645833,3.270833,0.645833,0.430472,122.993,115.937,121.9731,26,0,0.008875,-0.08967,0.08967,0.008875,1.5,1.5,1.5,79.91873,10.59007,1.705354,-1.75967,1.894193,-1.68913,9.092182,1.138412,2.32379,8,3.57735,2.955315,4.541311,1.732051,1.372918,2.288594,1.013786,2.845137,0,0,0,0,0.48,3.245112,4.48,1.767356,23.57722,35.33668,0,0,0,0,0,0,0,0,0,0,29.77742,0,4.827174,0,0,15.92994,0,0,0,18.67465,0,0,0,0,0,0,0,15.92994,4.827174,0,0,13.84747,0,0,0,0,0,0,0,0,0,4.827174,0,0,0,0,29.77742,0,0,3.270833,0.645833,0,0,0,0,0,4.166667,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.7897,24.063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-butanol,8.361111,-0.11574,8.361111,0.115741,0.486927,74.123,64.043,74.07316,32,0,0.050904,-0.39343,0.39343,0.050904,1.8,2,2,16.26458,10.32639,1.812132,-1.90092,1.811751,-1.92665,4.338387,0.190544,2.539539,17.60964,4.284457,3.731671,3.731671,2.270056,1.950904,1.950904,1.25727,1.25727,0.590822,0.590822,0,0,-0.04,9.651484,4.96,2.212525,3.96,32.62831,5.106527,0,0,0,0,0,0,0,0,0,6.923737,13.34456,0,6.103966,5.106527,0,0,0,0,26.37226,0,0,0,0,0,0,0,0,11.21049,0,0,20.2683,0,0,0,0,20.23,0,0,0,6.103966,0,6.420822,0,6.923737,6.923737,0,5.106527,0,0,0,8.361111,0,0,0,0.74537,3.726852,0,1,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.7772,21.9718,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
2-chlorobutane,5.462191,0.356481,5.462191,0.356481,0.434376,92.569,83.497,92.03928,32,0,0.030477,-0.12332,0.123321,0.030477,1.8,2,2,35.49574,10.379,1.827187,-1.87094,1.94846,-1.80926,6.197823,0.895165,2.539539,17.60964,4.284457,3.662422,4.41835,2.270056,1.910923,2.347359,1.189018,1.93406,0.562552,0.871158,0,0,0.29,9.651484,5.29,2.5231,4.29,38.13734,0,0,0,0,0,0,0,0,0,11.60094,6.923737,13.34456,5.377088,0,0,11.60094,0,0,0,25.64538,0,0,0,0,0,0,0,11.60094,5.377088,0,0,20.2683,0,0,0,0,0,0,0,0,0,5.377088,6.420822,0,0,6.923737,6.923737,11.60094,0,5.462191,0,0.356481,0,0,0,1.070988,4.054784,0,1,5,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0237,25.606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-heptanone,10.31857,0.318009,10.31857,0.318009,0.511686,114.188,100.076,114.1045,48,0,0.12934,-0.30003,0.300031,0.12934,1.375,2,2.375,16.13717,10.15263,1.892058,-1.90233,1.975585,-1.87207,5.747909,-0.11662,2.822355,66.78708,6.405777,5.736675,5.736675,3.770056,3.264784,3.264784,2.159122,2.159122,1.132392,1.132392,0.623945,0.623945,-0.33,48.27551,7.67,4.819925,5.67,51.09043,4.794537,5.783245,0,0,0,0,0,0,0,0,19.76538,13.34456,6.420822,0,4.794537,5.783245,0,0,0,39.53076,0,0,0,0,0,0,0,0,5.783245,4.794537,0,39.53076,0,0,0,0,17.07,0,4.794537,0,0,5.783245,12.84164,12.84164,6.923737,0,6.923737,0,0,0,10.31857,0,0,0.318009,0,4.242593,3.787496,0,0.857143,8,0,1,0,0,0,0,0,0,1,0,1,4,0,0,0,0,2.1557,34.823,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2-hexanone,10.20264,0.307269,10.20264,0.307269,0.527853,100.161,88.065,100.0888,42,0,0.12934,-0.30003,0.300031,0.12934,1.571429,2.142857,2.285714,16.13717,10.19394,1.869659,-1.86114,1.921162,-1.86107,5.747844,-0.11661,2.821939,57.20036,5.698671,5.029569,5.029569,3.270056,2.764784,2.764784,1.805568,1.805568,0.882392,0.882392,0.425722,0.425722,-0.33,29.01955,6.67,3.846367,5.67,44.72548,4.794537,5.783245,0,0,0,0,0,0,0,0,13.34456,13.34456,6.420822,0,4.794537,5.783245,0,0,0,33.10994,0,0,0,0,0,0,0,0,5.783245,4.794537,0,33.10994,0,0,0,0,17.07,0,4.794537,0,0,5.783245,19.26246,0,6.923737,0,6.923737,0,0,0,10.20264,0,0,0.307269,0,2.935926,3.720833,0,0.833333,7,0,1,0,0,0,0,0,0,1,0,1,3,0,0,0,0,1.7656,30.206,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-methoxyethanol,7.94125,0.121528,7.94125,0.121528,0.485734,76.095,68.031,76.05243,32,0,0.069343,-0.39398,0.393981,0.069343,1.8,2.4,2.4,16.47204,10.8007,1.666961,-1.83796,1.560727,-1.91183,4.1246,0.135443,2.19061,12.36453,4.12132,3.269675,3.269675,2.414214,1.513151,1.513151,0.716406,0.716406,0.295411,0.295411,0.091287,0.091287,-0.08,11.24511,4.92,3.92,3.92,31.37691,9.84339,0,0,0,0,0,0,0,0,0,0,0,7.109798,13.21376,9.84339,0,0,0,0,0,20.32356,0,0,0,0,0,0,0,25.43009,4.736863,0,0,0,0,0,0,29.46,0,0,0,6.606882,6.606882,0,0,7.109798,0,4.736863,5.106527,4.440972,0,0,7.94125,0,0,0,0,0.565972,1.551806,1,5,1,2,0,0,0,0,0,0,2,1,2,2,0,0,0,0,-0.3749,18.9618,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3
2-methyl-1-propanol,8.143519,0.305556,8.143519,0.305556,0.48348,74.123,64.043,74.07316,32,0,0.045349,-0.39611,0.39611,0.045349,1.6,1.8,1.8,16.25082,10.24865,1.810697,-1.89592,1.830096,-1.90216,4.31896,0.247963,2.539539,17.60964,4.284457,3.731671,3.731671,2.270056,1.879177,1.879177,1.576421,1.576421,0.365148,0.365148,0,0,-0.04,9.651484,4.96,2.212525,3.96,32.62831,5.106527,0,0,0,0,0,0,0,0,0,13.84747,5.917906,6.606882,0,5.106527,0,0,0,5.917906,13.84747,6.606882,0,0,0,0,0,0,0,11.71341,0,5.917906,13.84747,0,0,0,0,20.23,0,0,0,0,12.52479,0,0,0,13.84747,0,5.106527,0,0,0,8.143519,0,0.439815,0,0,4.25,0,1,5,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0.6347,21.9238,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37
2-methyl-2-propanol,8.520833,-0.5,8.520833,0.5,0.449828,74.123,64.043,74.07316,32,0,0.056326,-0.39076,0.39076,0.056326,1.2,1.2,1.2,16.27984,10.19196,1.974011,-2.04198,1.929403,-2.09555,4.504159,0.101589,3.023716,19.11942,4.5,3.947214,3.947214,2,1.723607,1.723607,2.17082,2.17082,0,0,0,0,-0.04,3.60964,4.96,0.976756,9507.96,32.62831,5.106527,0,0,0,0,0,0,0,0,0,0,20.77121,0,5.601051,5.106527,0,0,0,0,26.37226,0,0,0,0,0,0,0,0,10.70758,0,0,20.77121,0,0,0,0,20.23,5.601051,0,0,0,0,0,0,20.77121,0,0,5.106527,0,0,0,8.520833,-0.5,0,0,0,5.229167,0,1,5,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.7772,21.9718,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31
2-methylpentane,2.253472,0.898148,2.253472,0.898148,0.48389,86.178,72.066,86.10955,38,0,-0.04714,-0.06537,0.065373,0.047143,1.333333,1.833333,1.833333,13.91556,10.10992,1.851317,-1.95434,1.999087,-1.81161,4.382864,0.576003,2.627215,21.21928,4.991564,4.991564,4.991564,2.770056,2.770056,2.770056,2.182522,2.182522,0.866025,0.866025,0.57735,0.57735,0,14.83447,6,3.2,4,40.56396,0,0,0,0,0,0,0,0,0,0,33.61285,5.917906,0,0,0,0,0,0,5.917906,33.61285,0,0,0,0,0,0,0,0,0,0,5.917906,33.61285,0,0,0,0,0,0,0,0,0,0,5.917906,12.84164,0,0,20.77121,0,0,0,0,0,0,0.898148,0,2.706019,6.729167,0,1,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.4425,29.746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-methylpyridine,3.979167,1.071759,3.979167,1.071759,0.471998,93.129,86.073,93.05785,36,0,0.037215,-0.26161,0.261612,0.037215,1.428571,2.285714,2.571429,14.64112,10.39207,1.728867,-1.81767,1.854829,-1.71999,4.994177,1.201702,3.021465,134.1074,5.112884,4.256615,4.256615,3.393847,2.270481,2.270481,1.471119,1.471119,0.812775,0.812775,0.448139,0.448139,-0.85,47.19725,4.312602,1.734967,0.999577,43.01599,0,0,0,0,0,0,4.983979,0,0,0,6.066367,19.05647,11.89077,0,0,0,0,4.983979,0,6.923737,0,30.08987,0,0,0,0,0,0,4.983979,0,6.923737,5.693928,24.39594,0,0,0,12.89,0,0,0,0,0,5.693928,0,6.196844,25.12284,4.983979,0,0,0,3.979167,0,1.071759,0,5.856481,1.787037,1.972222,0,0.166667,7,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1.39002,28.974,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2-nitropropane,9.50463,-0.42593,9.50463,0.333333,0.349775,89.094,82.038,89.04768,36,0,0.207176,-0.26428,0.264282,0.207176,1.666667,1.833333,1.833333,16.62973,10.43799,1.988217,-1.87967,1.793873,-2.07699,4.281172,-0.51293,3.257586,59.81354,5.154701,3.84106,3.84106,2.642734,1.778048,1.778048,1.379102,1.379102,0.421637,0.421637,0,0,-0.6,13.60964,5.4,1.744307,1.694118,36.12211,0,0,0,6.041841,0,0,10.11432,0,0,0,0,0,18.77079,0,4.923311,0,0,0,0,19.88932,0,10.11432,0,0,0,0,0,0,10.96515,0,10.11432,13.84747,0,0,0,0,43.14,6.041841,10.11432,0,4.923311,0,0,0,13.84747,0,0,0,0,0,9.171296,9.50463,0,0,-0.42593,0,3.083333,0,1,6,0,3,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0.6715,22.1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-octanone,10.4069,0.325095,10.4069,0.325095,0.519888,128.215,112.087,128.1201,54,0,0.12934,-0.30003,0.300031,0.12934,1.222222,1.888889,2.333333,16.13717,10.124,1.906728,-1.93199,2.013318,-1.87836,5.747924,-0.11663,2.828868,76.63682,7.112884,6.443782,6.443782,4.270056,3.764784,3.764784,2.512675,2.512675,1.382392,1.382392,0.800722,0.800722,-0.33,84.62711,8.67,5.800378,7.67,57.45537,4.794537,5.783245,0,0,0,0,0,0,0,0,26.1862,13.34456,6.420822,0,4.794537,5.783245,0,0,0,45.95158,0,0,0,0,0,0,0,0,5.783245,4.794537,0,45.95158,0,0,0,0,17.07,0,4.794537,0,0,5.783245,12.84164,19.26246,6.923737,0,6.923737,0,0,0,10.4069,0,0,0.325095,0,5.601625,3.833048,0,0.875,9,0,1,0,0,0,0,0,0,1,0,1,5,0,0,0,0,2.5458,39.44,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2-pentanone,10.04375,0.289352,10.04375,0.289352,0.495769,86.134,76.054,86.07316,36,0,0.12933,-0.30003,0.300031,0.12933,1.666667,2.166667,2.166667,16.13716,10.25704,1.832594,-1.80158,1.839311,-1.84026,5.747427,-0.11653,2.831257,47.90013,4.991564,4.322462,4.322462,2.770056,2.264784,2.264784,1.452015,1.452015,0.602062,0.602062,0.352062,0.352062,-0.33,14.83447,5.67,2.884133,3.67,38.36054,4.794537,5.783245,0,0,0,0,0,0,0,0,6.923737,13.34456,6.420822,0,4.794537,5.783245,0,0,0,26.68912,0,0,0,0,0,0,0,0,5.783245,4.794537,0,26.68912,0,0,0,0,17.07,0,4.794537,0,5.783245,0,12.84164,0,6.923737,6.923737,0,0,0,0,10.04375,0,0,0.289352,0,1.717593,3.615972,0,0.8,6,0,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,1.3755,25.589,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-propanol,8.055556,-0.16667,8.055556,0.166667,0.428405,60.096,52.032,60.05751,26,0,0.048348,-0.39371,0.393707,0.048348,1.5,1.5,1.5,16.26364,10.5036,1.688227,-1.7983,1.645781,-1.84844,4.204004,0.215625,2.32379,8,3.57735,3.024564,3.024564,1.732051,1.412899,1.412899,1.093748,1.093748,0,0,0,0,-0.04,3.245112,3.96,1.297838,1128.96,26.26337,5.106527,0,0,0,0,0,0,0,0,0,0,13.84747,6.103966,0,5.106527,0,0,0,0,19.95144,0,0,0,0,0,0,0,0,11.21049,0,0,13.84747,0,0,0,0,20.23,0,0,0,6.103966,0,0,0,13.84747,0,0,5.106527,0,0,0,8.055556,0,0,0,-0.16667,3.444444,0,1,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.3871,17.3548,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
