solvent,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,alpha
N N-dimethylformamide,9.430556,0.75,9.430556,0.75,0.390268,73.095,66.039,73.05276,30,0,0.208685,-0.35139,0.351387,0.208685,1.6,1.8,1.8,16.14126,10.98473,1.67659,-1.92795,1.51643,-2.0562,5.448254,-0.11544,2.825749,33.8743,4.284457,3.432812,3.432812,2.270056,1.388328,1.388328,1.069021,1.069021,0.210819,0.210819,0,0,-0.53,9.651484,4.47,1.758184,3.47,31.39049,4.89991,0,0,6.410095,0,0,4.794537,0,0,0,0,0,14.09534,0,4.794537,6.410095,0,4.89991,0,0,14.09534,0,0,0,0,0,0,0,25.40535,4.794537,0,0,0,0,0,0,20.31,0,4.794537,0,0,0,6.410095,4.89991,14.09534,0,0,0,0,0,10.875,0,0,0,0,0.75,0,3.375,0.666667,5,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,-0.2956,19.751,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dimethyl sulfoxide (DMSO),9.555556,-0.61111,9.555556,0.611111,0.398185,78.136,72.088,78.01394,26,0,0.014804,-0.26016,0.260158,0.014804,1.5,1.5,1.5,32.19696,11.9122,1.571634,-1.59866,1.470819,-1.7012,7.829987,0.690012,2.803039,29.01955,3.57735,2.816497,3.632993,1.732051,0.983163,2.94949,0.741582,2.224745,0,0,0,0,0.15,3.245112,4.15,1.46746,126.3722,28.47845,0,0,0,0,0,0,4.208898,0,0,0,0,0,23.31111,0,4.208898,10.79957,0,0,0,0,12.51154,0,0,0,0,0,0,0,16.72044,10.79957,0,0,0,0,0,0,17.07,10.79957,4.208898,0,0,0,0,0,12.51154,0,0,0,9.555556,0,0,0,0,0,0,3.277778,0,-0.61111,1,4,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,-0.0053,19.9904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diphenyl ether,5.578333,0.869167,5.578333,0.869167,0.670036,170.211,160.131,170.0732,64,0,0.126928,-0.45738,0.457385,0.126928,0.538462,0.923077,1.307692,16.4805,10.30635,1.919851,-2.03113,2.188761,-1.80983,5.296598,0.482497,2.161476,315.8986,8.932875,7.181751,7.181751,6.44949,4.229615,4.229615,2.728167,2.728167,1.722113,1.722113,1.113156,1.113156,-1.76,1589.718,7.866896,3.764211,2.0898,77.60204,4.736863,11.49902,0,0,0,0,0,0,0,0,36.3982,24.26547,0,0,4.736863,0,0,0,0,0,0,60.66367,0,11.49902,4.736863,0,11.49902,0,0,0,0,0,60.66367,0,0,0,9.23,0,0,0,0,0,11.49902,0,0,60.66367,0,4.736863,5.578333,0,0,0,0,1.738333,19.51667,0,0,0,0,13,0,1,0,0,0,2,0,2,1,0,1,2,0,0,0,2,3.4789,52.958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dipropylamine,3.284722,1.174444,3.284722,1.174444,0.527646,101.193,86.073,101.1204,44,0,-0.00516,-0.31675,0.316753,0.005155,1,1.428571,1.714286,14.83541,10.4187,1.761199,-1.95178,1.71117,-2.14066,4.394449,0.661635,2.447473,23.36099,5.535534,5.328427,5.328427,3.414214,3.12132,3.12132,1.75,1.75,0.853553,0.853553,0.478553,0.478553,-0.04,35.50961,6.96,5.96,5.96,46.11382,5.316789,0,0,0,0,0,0,0,0,0,13.84747,25.93116,0,0,0,0,0,5.316789,0,26.68912,13.08951,0,0,0,5.316789,0,0,0,13.08951,0,0,26.68912,0,0,0,0,12.03,0,0,0,0,0,0,25.93116,0,0,19.16426,0,0,0,0,3.284722,0,0,0,2.5,6.715278,0,1,7,1,1,0,0,0,0,0,0,1,1,1,4,0,0,0,0,1.396,33.4517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0.08
n-dodecane,2.279016,1.370868,2.279016,1.370868,0.430464,170.34,144.132,170.2035,74,0,-0.05331,-0.06538,0.065382,0.053306,0.416667,0.666667,0.916667,13.9604,10.07006,1.895642,-1.99469,2.093505,-1.79684,4.452405,0.562058,2.727243,56.43856,9.071068,9.071068,9.071068,5.914214,5.914214,5.914214,3.828427,3.828427,2.457107,2.457107,1.56066,1.56066,0,488.9251,12,11,10,78.75361,0,0,0,0,0,0,0,0,0,0,78.05569,0,0,0,0,0,0,0,0,78.05569,0,0,0,0,0,0,0,0,0,0,0,78.05569,0,0,0,0,0,0,0,0,0,0,0,64.20822,0,0,13.84747,0,0,0,0,0,0,0,0,14.44197,4.558032,0,1,12,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,4.9272,57.518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
ethanethiol,3.78858,0.944444,3.78858,0.944444,0.396503,62.137,56.089,62.01902,20,0,-0.01264,-0.17965,0.179652,0.01264,2,2,2,32.11687,10.98705,1.351577,-1.48146,1.575321,-1.36335,7.797045,1.544577,1.632993,2.754888,2.707107,2.15432,3.048748,1.414214,1.023335,1.65579,0.316228,0.948683,0,0,0,0,0.35,2.754888,3.35,2.35,2.35,26.25926,0,0,0,0,0,0,0,0,12.62879,0,6.923737,5.752854,0,0,0,12.62879,0,0,0,6.923737,5.752854,0,0,0,0,0,0,12.62879,5.752854,0,0,6.923737,0,0,0,0,0,0,0,0,0,0,5.752854,0,0,6.923737,12.62879,0,0,3.78858,0,0,0,0.944444,0,0,1.989198,0,1,3,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.9361,19.527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethanol,7.569444,0.25,7.569444,0.25,0.406808,46.069,40.021,46.04186,20,0,0.040221,-0.39666,0.396664,0.040221,2,2,2,16.24899,10.90817,1.340294,-1.52236,1.296243,-1.56836,3.835802,0.318406,1.632993,2.754888,2.707107,2.15432,2.15432,1.414214,1.023335,1.023335,0.316228,0.316228,0,0,0,0,-0.04,2.754888,2.96,1.96,1.96,19.89843,5.106527,0,0,0,0,0,0,0,0,0,0,6.923737,6.606882,0,5.106527,0,0,0,0,6.923737,6.606882,0,0,0,0,0,0,0,11.71341,0,0,6.923737,0,0,0,0,20.23,0,0,0,6.606882,0,0,0,6.923737,0,0,5.106527,0,0,0,7.569444,0,0,0,0,1.930556,0,1,3,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-0.0014,12.7598,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37
ethyl ethanoate,9.821528,-0.21065,9.821528,0.210648,0.437851,88.106,80.042,88.05243,36,0,0.302113,-0.46617,0.466172,0.302113,1.833333,2.333333,2.333333,16.53089,10.7699,1.811567,-1.88977,1.691397,-1.94852,5.652796,-0.13989,2.831257,49.50978,4.991564,4.023603,4.023603,2.770056,1.90403,1.90403,0.924594,0.924594,0.347601,0.347601,0.203263,0.203263,-0.53,14.83447,5.47,2.693714,3.47,37.10914,4.736863,0,0,0,0,5.969305,4.794537,0,0,0,0,6.923737,6.923737,6.606882,9.5314,5.969305,0,0,0,13.84747,6.606882,0,0,0,0,0,0,0,12.57619,9.5314,0,13.84747,0,0,0,0,26.3,0,4.794537,0,5.969305,6.606882,0,6.923737,6.923737,0,4.736863,0,4.402778,0,9.821528,0,0,-0.21065,0,0,3.653009,0,0.75,6,0,2,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0.5694,22.307,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethyl methanoate,9.182639,0.430556,9.182639,0.430556,0.436565,74.079,68.031,74.03678,30,0,0.292565,-0.4682,0.468195,0.292565,2,2.6,2.6,16.51631,10.88339,1.603972,-1.79433,1.549197,-1.80395,5.361539,-0.12769,2.401715,26.07403,4.12132,3.100954,3.100954,2.414214,1.467186,1.467186,0.551567,0.551567,0.234708,0.234708,0.068041,0.068041,-0.53,11.24511,4.47,3.47,3.47,30.7442,4.736863,0,0,0,6.472221,0,4.794537,0,0,0,0,6.923737,0,6.606882,9.5314,6.472221,0,0,0,6.923737,6.606882,0,0,0,0,0,0,0,13.0791,9.5314,0,6.923737,0,0,0,0,26.3,0,4.794537,0,0,13.0791,0,0,6.923737,0,4.736863,0,4.152778,0,9.182639,0,0,0,0,0,2.664583,0,0.666667,5,0,2,0,0,0,0,0,0,2,0,2,2,0,0,0,0,0.1793,17.69,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethyl phenyl ether,5.205833,0.740093,5.205833,0.740093,0.583207,122.167,112.087,122.0732,48,0,0.118769,-0.49389,0.49389,0.118769,1.222222,1.888889,2.444444,16.476,10.33899,1.83289,-1.9862,2.063747,-1.88805,5.201365,0.340033,2.6149,157.4784,6.527098,5.502106,5.502106,4.431852,3.11059,3.11059,1.746065,1.746065,1.054209,1.054209,0.683387,0.683387,-0.98,145.1665,6.144688,3.126922,1.762013,55.27483,4.736863,5.749512,0,0,0,0,0,0,0,0,18.1991,19.05647,0,6.606882,4.736863,0,0,0,0,6.923737,6.606882,30.33184,0,5.749512,4.736863,0,5.749512,0,6.606882,0,0,6.923737,30.33184,0,0,0,9.23,0,0,0,0,0,12.35639,0,0,37.25557,0,4.736863,5.205833,0,0,0,0,0.944444,9.79713,0,2.719259,0,0.25,9,0,1,0,0,0,1,0,1,1,0,1,2,0,0,0,1,2.0853,37.611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ethylbenzene,2.162037,1.139722,2.162037,1.139722,0.514758,106.168,96.088,106.0783,42,0,-0.03074,-0.06225,0.062249,0.030744,1.125,1.75,2.125,13.8566,10.17071,1.794358,-1.89175,1.963141,-1.73343,5.133138,1.140415,2.832086,141.3843,5.819991,5.093858,5.093858,3.931852,2.971344,2.971344,1.839152,1.839152,1.251073,1.251073,0.713713,0.713713,-0.78,91.36758,5.358504,2.508348,1.093537,50.16129,0,0,0,0,0,0,0,0,0,0,37.25557,11.98427,0,0,0,0,0,0,0,13.34456,0,35.89529,0,0,0,0,0,0,0,6.420822,0,12.48719,30.33184,0,0,0,0,0,0,0,0,0,6.420822,5.563451,0,6.066367,31.18921,0,0,0,0,0,1.409722,0,10.45519,1.139722,2.162037,0,0.25,8,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2.249,35.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fluorobenzene,11.90667,-0.17824,11.90667,0.178241,0.46184,96.104,91.064,96.03753,36,0,0.122707,-0.20701,0.207013,0.122707,1,1.571429,1.857143,19.14214,10.35836,1.765917,-1.78025,1.912858,-1.63489,5.016408,0.627657,3.021465,134.1074,5.112884,3.764716,3.764716,3.393847,2.099666,2.099666,1.295568,1.295568,0.733111,0.733111,0.414667,0.414667,-0.85,47.19725,4.312602,1.734967,0.999577,41.59694,0,5.817221,0,0,0,0,0,4.390415,0,0,18.1991,12.13273,0,0,4.390415,0,0,0,0,0,0,36.14906,0,0,0,4.390415,0,0,0,0,5.817221,0,30.33184,0,0,0,0,0,4.390415,0,5.817221,0,0,12.13273,18.1991,0,0,0,11.90667,0,0,0,0,-0.17824,7.938241,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1.8257,26.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
formamide,8.583333,0.25,8.583333,0.25,0.352326,45.041,42.017,45.02146,18,0,0.204031,-0.37226,0.372264,0.204031,2,2,2,16.13597,11.50093,1.187005,-1.32392,0.798463,-1.82203,5.416411,-0.10645,2.187496,12.26466,2.707107,1.562949,1.562949,1.414214,0.569036,0.569036,0.136083,0.136083,0,0,0,0,-0.53,2.754888,2.47,1.47,1.47,18.24066,5.733667,0,0,6.410095,0,0,4.794537,0,0,0,0,0,0,0,4.794537,6.410095,0,0,5.733667,0,0,0,0,0,5.733667,0,0,0,6.410095,4.794537,0,0,0,0,0,0,43.09,0,0,0,6.410095,0,0,0,0,0,5.733667,4.794537,0,0,8.583333,0,4.166667,0,0,0.25,0,0,0,3,2,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-0.8985,10.2514,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.62
formic acid,8.361111,-0.25,8.361111,0.25,0.380161,46.025,44.009,46.00548,18,0,0.290129,-0.48347,0.483467,0.290129,2,2,2,16.34597,11.66498,1.217721,-1.33901,0.966156,-1.48703,5.323237,-0.12241,2.187496,10.26466,2.707107,1.432812,1.432812,1.414214,0.493901,0.493901,0.105409,0.105409,0,0,0,0,-0.53,2.754888,2.47,1.47,1.47,17.69501,5.106527,0,0,0,6.472221,0,4.794537,0,0,0,0,0,0,0,9.901065,6.472221,0,0,0,0,0,0,0,0,0,0,0,0,11.57875,4.794537,0,0,0,0,0,0,37.3,0,0,0,6.472221,0,0,0,0,0,0,9.901065,0,0,8.361111,6.888889,0,0,0,0,-0.25,0,0,3,1,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,-0.2992,8.6928,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75
n-heptane,2.245694,1.361111,2.245694,1.361111,0.47631,100.205,84.077,100.1252,44,0,-0.05333,-0.06538,0.065382,0.053326,0.714286,1.142857,1.428571,13.86223,10.1641,1.796207,-1.90193,1.995333,-1.7028,4.354233,0.656099,2.447473,19.21928,5.535534,5.535534,5.535534,3.414214,3.414214,3.414214,2.06066,2.06066,1.207107,1.207107,0.676777,0.676777,0,35.50961,7,6,6,46.9289,0,0,0,0,0,0,0,0,0,0,45.95158,0,0,0,0,0,0,0,0,45.95158,0,0,0,0,0,0,0,0,0,0,0,45.95158,0,0,0,0,0,0,0,0,0,0,0,32.10411,0,0,13.84747,0,0,0,0,0,0,0,0,7.008611,4.491389,0,1,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2.9767,34.433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
n-hexadecane,2.29022,1.372778,2.29022,1.372778,0.314905,226.448,192.176,226.2661,98,0,-0.05331,-0.06538,0.065382,0.053306,0.3125,0.5,0.6875,13.98776,10.04602,1.923235,-2.01849,2.120865,-1.82088,4.479765,0.53802,2.828262,92.60594,11.89949,11.89949,11.89949,7.914214,7.914214,7.914214,5.242641,5.242641,3.457107,3.457107,2.267767,2.267767,0,3682.876,16,15,14,104.2134,0,0,0,0,0,0,0,0,0,0,103.739,0,0,0,0,0,0,0,0,103.739,0,0,0,0,0,0,0,0,0,0,0,103.739,0,0,0,0,0,0,0,0,0,0,0,89.8915,0,0,13.84747,0,0,0,0,0,0,0,0,20.41956,4.58044,0,1,16,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,6.4876,75.986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0
n-hexane,2.231806,1.355,2.231806,1.355,0.462954,86.178,72.066,86.10955,38,0,-0.05358,-0.06538,0.065382,0.053579,0.833333,1.166667,1.333333,13.81562,10.20986,1.748868,-1.8569,1.948722,-1.65704,4.307622,0.701864,2.339092,12,4.828427,4.828427,4.828427,2.914214,2.914214,2.914214,1.707107,1.707107,0.957107,0.957107,0.5,0.5,0,20.9863,6,5,4,40.56396,0,0,0,0,0,0,0,0,0,0,39.53076,0,0,0,0,0,0,0,0,39.53076,0,0,0,0,0,0,0,0,0,0,0,39.53076,0,0,0,0,0,0,0,0,0,0,0,25.68329,0,0,13.84747,0,0,0,0,0,0,0,0,5.536389,4.463611,0,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2.5866,29.816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
hexanoic acid,9.874124,-0.68199,9.874124,0.327222,0.566873,116.16,104.064,116.0837,48,0,0.30284,-0.48123,0.48123,0.30284,1.5,2.125,2.5,16.36512,10.19297,1.922593,-1.89295,1.966559,-1.92106,5.660111,-0.13664,2.822355,68.92879,6.405777,5.183889,5.183889,3.770056,2.988391,2.988391,1.850845,1.850845,0.994196,0.994196,0.526226,0.526226,-0.53,48.27551,7.47,4.62456,5.47,49.51972,5.106527,0,0,0,0,5.969305,4.794537,0,0,0,19.76538,6.420822,6.420822,0,9.901065,5.969305,0,0,0,32.60702,0,0,0,0,0,0,0,0,11.07583,4.794537,0,32.60702,0,0,0,0,37.3,5.969305,4.794537,0,0,6.420822,19.26246,0,0,0,6.923737,5.106527,0,0,9.874124,8.140105,0,-0.68199,0,3.277037,2.057391,0,0.833333,8,1,2,0,0,0,0,0,0,1,1,2,4,0,0,0,0,1.6513,31.7778,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6
iodobenzene,2.2798,1.291759,2.2798,1.291759,0.568417,204.01,198.97,203.9436,36,0,0.012981,-0.06219,0.062195,0.012981,1,1.571429,1.857143,126.9127,10.37757,1.737855,-1.8012,1.993831,-1.60619,14.11192,1.651351,3.021465,134.1074,5.112884,3.764716,5.922214,3.393847,2.099666,3.178415,1.295568,2.5412,0.733111,1.452277,0.414667,0.829878,-0.05,47.19725,5.093885,2.306711,1.468848,56.69324,0,0,0,0,0,0,0,0,0,0,18.1991,34.7236,3.570182,0,0,22.59087,0,0,0,0,0,33.90202,0,0,0,0,0,22.59087,0,0,3.570182,0,30.33184,0,0,0,0,0,0,0,0,0,0,3.570182,0,18.1991,34.7236,0,1.291759,2.2798,0,0,0,0,10.21511,0,0,0,0,7,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,2.2912,39.159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
